Month,0
2021-10,1.1163634099646675
2021-11,1.1244842157593835
2021-12,1.1350565854947379
2022-01,1.1284829946835628
2022-02,1.104501925916904
2022-03,1.1262940268768071
2022-04,1.1207851372635358
2022-05,1.1293993743810617
2022-06,1.1274851243928723
2022-07,1.141107260859054
2022-08,1.1406490731076984
2022-09,1.1315902431741411
2022-10,1.1359635421452066
2022-11,1.143284214989929
2022-12,1.1492531662344054
2023-01,1.1397044743728857
2023-02,1.1438528312247873
2023-03,1.1595597836224585
2023-04,1.1548455469639283
2023-05,1.1581980395160054
2023-06,1.1562689393939394
